Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,PFIZER PR EV 06,401 N Middletown Rd,,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.076766,-74.018111,02/20/2024,294844,2024-02-20 01:43:38,,,,06/23/2023,J1772
ELEC,Hamilton Parking Garage,365 Hamilton Ave,Near entrance from EJ Conroy Dr,White Plains,NY,10601,,914-422-1310,E,,Public,24 hours daily; pay lot,,,3,,,Non-Networked,,200-9,41.034121,-73.766241,03/08/2023,65274,2024-01-31 22:07:01,SG,,,07/23/2014,J1772
ELEC,171 E 84th St,171 E 84th St,,New York,NY,10028,,1-844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.777980,-73.955550,01/09/2024,233094,2024-01-31 22:07:01,P,,,08/02/2022,J1772
ELEC,RIVERHEAD BAY VW_408150_A,1521 Old Country Rd,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.925695,-72.692471,02/20/2024,162424,2024-02-20 00:21:12,,,,06/12/2020,J1772
ELEC,Capitaland Subaru,47 Saratoga Road,,Glenville,NY,12302,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,42.852956,-73.942404,02/20/2024,226618,2024-02-20 00:08:33,,,,08/26/2022,J1772
ELEC,SRYMCASSB WILTON 1.3,20 Old Gick Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.105885,-73.749330,02/20/2024,183726,2024-02-20 01:31:14,,,,02/02/2021,J1772
ELEC,BLENCOE CHARGEPOINT PED,529 US-20,,Sharon Springs,NY,13459,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.789908,-74.622704,02/20/2024,300243,2024-02-20 01:59:04,,,,06/29/2023,J1772
ELEC,COLACINO INUSTR COLACINO 4,126 Harrison St,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.049507,-77.093730,02/20/2024,174195,2024-02-20 01:13:38,,,,01/27/2021,J1772
ELEC,TSRC PARKING GARAGE,5218 Patrick Rd,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.115042,-75.589165,02/20/2024,196176,2024-02-20 01:36:34,,,,09/22/2021,J1772
ELEC,TDC Building 10,625 Route 3,,Plattsburgh,NY,12901,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,2,,,LIVINGSTON,https://www.solution.energy,GPS,44.695450,-73.509120,01/09/2024,324865,2024-01-31 22:07:01,P,,,10/31/2023,J1772
ELEC,Robert Moses State Park Field 2,600 Robert Moses State Pkwy,,Babylon,NY,11702,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.623340,-73.277629,02/20/2024,123123,2024-02-20 02:18:59,,,,04/01/2019,J1772
ELEC,McCauley Mountain Ski & Mountain Bike Center,300 Mc Cauley Rd,,Old Forge,NY,13420,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com/,GPS,43.698207,-74.963499,05/03/2023,257681,2024-01-31 22:07:01,P,,,03/30/2023,J1772
ELEC,iPark NYC 183 E 73rd Street - Tesla Destination,184 E 73rd St,,New York,NY,10021,,212-517-3534  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.770601,-73.960531,10/06/2022,115034,2023-01-18 15:15:20,P,,,04/30/2016,J1772 TESLA
ELEC,THE ELDRED PRES ELDRED PRESERVE,1040 State Rte 55,,Eldred,NY,12732,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.570156,-74.871025,02/20/2024,240939,2024-02-20 01:33:42,,,,01/05/2023,J1772
ELEC,WARREN TIRE WT QUEENBSURY 1,14 Lafayette Street,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.328762,-73.666275,02/20/2024,143390,2024-02-20 01:12:56,,,,08/15/2019,J1772
ELEC,MILTON NY P&R1,503 Geyser Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.044611,-73.853549,02/20/2024,259747,2024-02-20 01:57:24,,,,04/22/2023,J1772
ELEC,TOWN OF CHESTER SUGARLOAFPACEV2,1351 Kings Hwy,,Chester,NY,10918,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.316211,-74.288427,02/20/2024,253800,2024-02-20 01:50:08,,,,02/09/2023,J1772
ELEC,HUDSON PRESERVE BLDG 19 #13,1601 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732864,-73.726690,02/20/2024,143251,2024-02-20 01:13:29,,,,08/15/2019,J1772
ELEC,Bryant & Stratton College,200 Redtail,,Orchard Park,NY,14127,,888-998-2546,E,,Public,Mon 4:00pm - 11:00pm; Tue 4:00pm - 11:00pm; Wed 4:00pm - 11:00pm; Thu 4:00pm - 11:00pm; Fri 2:00pm - 11:00pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,42.789925,-78.770700,02/20/2024,312406,2024-02-20 00:15:37,,,,09/21/2023,J1772
ELEC,Integra Optics,28 Corporate Cir,,Albany,NY,12203,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.703900,-73.874360,01/09/2024,223136,2024-01-31 22:07:01,P,,,11/05/2021,J1772
ELEC,Marriott Melville Long Island - Tesla Supercharger,1350  Walt Whitman Road,,Melville,NY,11747,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.784718,-73.420924,07/01/2023,218663,2023-07-14 19:41:28,P,,,05/18/2022,TESLA
ELEC,MONROE COUNTY MCC DT N1,MCC Downtown Campus 321 State Street,,Rochester,NY,14608,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.159447,-77.619183,02/20/2024,323342,2024-02-20 02:05:05,,,,12/22/2023,J1772
ELEC,TICONDEROGA TOWER AVE,1494 Mccormick St,,Ticonderoga,NY,12883,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.849277,-73.422200,02/20/2024,154560,2024-02-20 01:21:40,,,,03/19/2020,J1772
ELEC,CITY HALL 12534 CITY HALL 1,542 Warren St,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.249100,-73.784690,02/20/2024,174709,2024-02-20 01:17:44,,,,01/27/2021,J1772
ELEC,Brooklyn Renaissance Plaza,335 Adams St,,Brooklyn,NY,11201,,866-816-7584,E,,Public,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.693463,-73.988245,02/20/2024,230783,2024-02-20 02:19:04,,,,09/30/2022,J1772
ELEC,ESF LOT P22 3,Stadium Place,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.035231,-76.139688,02/20/2024,197198,2024-02-20 01:36:30,,,,10/07/2021,J1772
ELEC,GHMC PARKINGGARAGE8,707 E Main St,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.441863,-74.366593,02/20/2024,204670,2024-02-20 01:39:22,,,,01/12/2022,J1772
ELEC,MONTANTE SOLAR STATION 5,1277 Delaware Ave,,Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.918190,-78.867114,02/20/2024,217203,2024-02-20 01:42:59,,,,05/08/2022,J1772
ELEC,Evolve NY Bridgehampton,99 School Street,,Bridgehampton,NY,11937,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.935020,-72.303660,02/20/2024,236699,2024-02-20 02:14:55,,,,11/29/2022,CHADEMO J1772COMBO
ELEC,"Orangetown Shopping Center (Orangeburg, NY)",45 ORANGETOWN ROAD,,Orangeburg,NY,10962,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.045880,-73.952840,02/20/2024,221459,2024-02-20 02:15:29,,,,06/17/2022,CHADEMO J1772COMBO
ELEC,Sleepy Hollow Public Parking,55 Elm St,,Sleepy Hollow,NY,10591,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.085732,-73.865476,02/20/2024,230803,2024-02-20 02:19:12,,,,09/30/2022,J1772
ELEC,BUFFALO STATE EV STATION 1,1300 Elmwood Ave.,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.933556,-78.884528,02/20/2024,191382,2024-02-20 01:34:16,,,,06/23/2021,J1772
ELEC,Mather Hospital,75 North County Road,,Port Jefferson,NY,11777,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.939633,-73.053548,02/20/2024,185627,2024-02-20 02:19:25,,,,03/01/2021,J1772
ELEC,Rockaway Nissan,600 Burnside Ave,,Inwood,NY,11096,,516-239-0100,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,40.622268,-73.742699,02/12/2024,44336,2024-02-12 15:25:05,P,,,11/30/2011,J1772
ELEC,MUNICIPAL EVSE COOL INSURING,1 Civic Center Plaza,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.307785,-73.641884,02/20/2024,155384,2024-02-20 01:22:35,,,,04/15/2020,J1772
ELEC,GMC 127 East 83rd,127 E 83rd st,,Manhattan,NY,10028,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.777932,-73.957152,02/20/2024,230846,2024-02-20 02:19:26,,,,09/30/2022,J1772
ELEC,BURNS MGT EXCELSIOR 4,25 Whistler Ct,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.094271,-73.753611,02/20/2024,173901,2024-02-20 01:10:22,,,,01/27/2021,J1772
ELEC,QUEENSBURY TOWN ACT CTR 2,742 Bay Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.360590,-73.657050,02/20/2024,181133,2024-02-20 01:25:34,,,,01/27/2021,J1772
ELEC,NYSERDA,4 Computer Drive West,,Albany,NY,12205,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,42.719125,-73.809943,02/20/2024,194027,2024-02-20 02:28:49,,,,08/18/2021,J1772
ELEC,MARKET 32 EV BALLSTON EV2,115 Ballston Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.072292,-73.793010,02/20/2024,251819,2024-02-20 01:48:05,,,,01/25/2023,J1772
ELEC,BMWHV SHOP STATION,2068 South Rd,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.630969,-73.914406,02/20/2024,216452,2024-02-20 01:42:34,,,,04/30/2022,J1772
ELEC,Country Glen Center,95 Old Country Road,,Carle Place,NY,11514,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,Volta,https://voltacharging.com/,GPS,40.744340,-73.620096,02/20/2024,222819,2024-02-20 02:23:52,,,,07/01/2022,J1772
ELEC,Akorn Operating Company LLC.,219 Dixon Avenue,,Amityville,NY,11701,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.683576,-73.408559,02/20/2024,315804,2024-02-20 02:19:08,,,,10/25/2023,J1772
ELEC,Servomation Refreshments Inc,7098 Mt Pleasant Dr,,Canastota,NY,13032,,888-363-7662,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,43.065836,-75.754474,09/14/2022,227079,2023-02-14 15:54:11,P,,,08/26/2022,J1772
ELEC,"The Standard, High Line - Tesla Destination",848 Washington St,,New York,NY,10014,,212-645-4646  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.740939,-74.008240,10/06/2022,115189,2023-01-18 15:15:20,P,,,01/24/2017,J1772 TESLA
ELEC,Kia of Jamestown,1700 Washington Street,,Jamestown,NY,14701,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,42.107833,-79.244838,02/20/2024,257513,2024-02-20 00:13:31,,,,10/03/2022,J1772
ELEC,Davidson Chevrolet Buick GMC,18549 US-11,,Watertown,NY,13601,,315-221-3721,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,43.935950,-75.930779,09/14/2022,227090,2023-02-14 15:54:11,P,,,08/26/2022,J1772
ELEC,Quik Park 365 Management LLC - Tesla Destination,365 Bond St,,Brooklyn,NY,11231,,888-705-7845  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.677412,-73.990986,10/06/2022,114902,2023-01-18 15:15:20,P,,,01/10/2017,J1772 TESLA
ELEC,Nissan of Smithtown,535 Middle Country Rd,,St. James,NY,11780,,,E,,Public - Call ahead,Dealership business hours; contact 631-361-9696 for more information,,,1,1,,Non-Networked,,200-8,40.860190,-73.161560,02/12/2024,44190,2024-02-12 15:25:05,P,,,11/30/2011,CHADEMO J1772
ELEC,Morty's Oyster Stand - Tesla Destination,2167 Montauk Hwy,,Montauk,NY,11954,,631-668-8355  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.002714,-72.031445,10/06/2022,150610,2023-01-18 15:15:20,P,,,08/28/2019,TESLA
ELEC,Icon Parking 101 West End Ave - Tesla Destination,101 West End Ave,,New York,NY,10023,,212-874-8021  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775065,-73.988572,10/06/2022,114994,2023-01-18 15:15:20,P,,,01/21/2016,J1772 TESLA
ELEC,QuickChek - Tesla Supercharger,640 Washington Ave.,,Kingston,NY,12401,,877-798-3752,E,,Public,24 hours daily,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,41.941893,-74.027428,07/01/2023,102331,2023-07-14 19:41:28,P,,,10/01/2016,TESLA
ELEC,Cafe Crust - Tesla Supercharger,850 County Road 39,,Southampton,NY,11968,,877-798-3752,E,,Public,24 hours daily,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,40.891909,-72.426995,07/01/2023,102343,2023-07-14 19:41:28,P,,,06/01/2016,TESLA
ELEC,CJ's Italian Restaurant,353 Old Post Rd,,Rhinebeck,NY,12572,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,4,,,AMPUP,https://ampup.io/,200-9,41.958748,-73.896322,10/11/2022,229919,2023-02-14 15:54:11,P,,,09/15/2022,J1772
ELEC,INDUSTRY CITY LOT B EAST,533 2nd Ave,,Brooklyn,NY,11232,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659338,-74.006454,02/20/2024,217354,2024-02-20 01:10:04,,,,05/12/2022,J1772
ELEC,TOWNE TV EV 2,3125-3133 Carman Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.762820,-73.939980,02/20/2024,192934,2024-02-20 01:35:19,,,,07/17/2021,J1772
ELEC,EVolve NY Friendship,2 Pennsylvania Ave,,Friendship,NY,14739,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.202580,-78.145750,02/20/2024,279389,2024-02-20 02:14:54,,,,06/22/2023,CHADEMO J1772COMBO
ELEC,Icon Parking 810 Seventh Ave - Tesla Destination,207 W 52nd St,,New York,NY,10019,,212-247-4372  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762568,-73.982718,10/06/2022,115049,2023-01-18 15:15:20,P,,,05/03/2016,J1772 TESLA
ELEC,QUICKLEES#32 Q PORTER RD 2,6025 Porter Rd,,Niagara Falls,NY,14304,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.107428,-78.994187,02/20/2024,325072,2024-02-20 02:05:38,,,,01/11/2024,CHADEMO J1772COMBO
ELEC,Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,,New York,NY,10022,,212-644-6312  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.755363,-73.963841,10/06/2022,115128,2023-01-18 15:15:20,P,,,01/09/2018,J1772 TESLA
ELEC,Paradox Brewery,2781 US 9,,North Hudson,NY,12855,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,10,,,LIVINGSTON,https://www.solution.energy,GPS,43.945090,-73.731200,01/09/2024,324841,2024-01-31 22:07:01,P,,,10/17/2023,J1772
ELEC,G & M REALTY 2 STATION 5,22-44 Jackson Ave,,LIC,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745355,-73.946250,02/20/2024,223836,2024-02-20 01:45:33,,,,07/21/2022,J1772
ELEC,SHINEMAN SOUTH 4457678233,309 Washington Blvd,,Oswego,NY,13126,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.454065,-76.538483,02/20/2024,308188,2024-02-20 00:25:49,,,,08/31/2023,J1772
ELEC,PBMC PHYSICIANS LOT3,1 Heroes Wy,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.934826,-72.674410,02/20/2024,261063,2024-02-20 01:58:44,,,,05/19/2023,J1772
ELEC,SUNY BUFFALO JACOBS 4,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998863,-78.787254,02/20/2024,182263,2024-02-20 01:30:24,,,,01/27/2021,J1772
ELEC,Price Chopper,3863 Route 31,,Liverpool,NY,13090,,315-622-6008,E,,Public,24 hours daily; 2 hour limit,,,2,,,Non-Networked,,200-9,43.188350,-76.245500,03/07/2022,91865,2023-02-14 15:54:11,P,,,01/01/2018,J1772
ELEC,FC1225 LATHAM FARMS PR,579 Troy-Schenectady Rd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.757072,-73.761930,02/20/2024,254202,2024-02-20 01:54:43,,,,02/17/2023,J1772
ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,,Brooklyn,NY,11215,,212-937-8660  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.668520,-73.990489,10/06/2022,122471,2023-01-18 15:15:20,P,,,12/19/2018,TESLA
ELEC,FARM COMPLEX STATION 1,5720 ny-9g,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.211975,-73.829416,02/20/2024,308806,2024-02-20 02:02:32,,,,09/09/2023,J1772
ELEC,SAVARINO COMPAN BRL 2,"BRL Covered Lot, dual charger 1 South Street",,Buffalo,NY,14204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.864180,-78.868160,02/20/2024,164504,2024-02-20 01:22:17,,,,07/24/2020,J1772
ELEC,ELLIS CHEVY LVL2#1,551 E Main St,,Malone,NY,12953,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.850006,-74.284325,02/20/2024,222223,2024-02-20 01:44:55,,,,06/30/2022,J1772
ELEC,ERIE COUNTY STATION TWO,4205 Main St,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960529,-78.720001,02/20/2024,170242,2024-02-20 01:25:55,,,,12/17/2020,J1772
ELEC,Dartmouth House - Tesla Destination,215 Dartmouth St,,Rochester,NY,14607,,585-434-3069  877-798-3752,E,,Public,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.145031,-77.586240,10/06/2022,150746,2023-01-18 15:15:20,P,,,04/29/2019,TESLA
ELEC,HYUNDAI 1221 SOUTH,1221 E Jericho Turnpike,,Huntington,NY,11743,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.833473,-73.361932,02/20/2024,241253,2024-02-20 01:49:33,,,,01/06/2023,CHADEMO J1772COMBO
ELEC,1255 LOFTS 1 STATION,1255 University Ave,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.150715,-77.568790,02/20/2024,212036,2024-02-20 01:41:46,,,,03/19/2022,J1772
ELEC,VOB KENSINGTON 2,15 Kensington Rd,,Bronxville,NY,10708,,888-758-4389,E,,Public,Mon 3:00pm - 12:00am; Tue 3:00pm - 12:00am; Wed 3:00pm - 12:00am; Thu 3:00pm - 12:00am; Fri 3:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.942715,-73.834440,02/20/2024,165220,2024-02-20 01:25:56,,,,08/14/2020,J1772
ELEC,SWTCH Energy Inc.,10 Montieth St,,Brooklyn,NY,11206,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,10,,,SWTCH,https://swtchenergy.com/,GPS,40.701200,-73.935700,02/12/2024,325993,2024-02-12 21:24:44,P,,,01/08/2024,J1772
ELEC,STONY BROOK UNV ADMIN GAR-PRES,Admin Garage,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.914787,-73.119613,02/20/2024,201581,2024-02-20 00:17:49,,,,11/25/2021,J1772
ELEC,Manlius Academy North,4719 Kehoe Ln,,Manlius,NY,13104,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,16,,,LIVINGSTON,https://www.solution.energy,GPS,43.000420,-75.964850,01/09/2024,223261,2024-01-31 22:07:01,P,,,03/31/2022,J1772
ELEC,SCCC AMMERMAN 4,College Rd,,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.844436,-73.055356,02/20/2024,193750,2024-02-20 01:35:49,,,,08/11/2021,J1772
ELEC,532 Neptune Upper Parking,532 Neptune Ave,"Marsha Rapaport Wy (East), Neptune Ave (north)",New York,NY,11211,,917-444-0583,E,,Public,24/7,A APPLE_PAY CREDIT D Debit M V,,8,,,Non-Networked,,200-8,40.579780,-73.974390,08/10/2023,302532,2024-01-31 22:07:01,J,,,06/23/2023,J1772
ELEC,HAMPTON INN STATION 3,1120 South Ave,,Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.612671,-74.178820,02/20/2024,181663,2024-02-20 01:27:42,,,,01/27/2021,J1772
ELEC,ITHACA VISITORS ITHACA COLLEGE,Conservatory Dr,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.420935,-76.500084,02/20/2024,162315,2024-02-20 01:02:00,,,,06/12/2020,J1772
ELEC,N SYR  LOT N SYRACUSE,106 Fergerson Ave,,Syracuse,NY,13212,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.135279,-76.130647,02/20/2024,162142,2024-02-20 01:08:21,,,,06/12/2020,J1772
ELEC,SWTCH Energy,8 Forest Dr,,Garnerville,NY,10923,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,4,,,SWTCH,https://swtchenergy.com/,GPS,41.193603,-74.012903,11/09/2023,313652,2024-01-31 22:07:01,P,,,08/23/2023,J1772
ELEC,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325 East 5th Ave,,New York,NY,10016,,212-725-4102  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747478,-73.985040,10/06/2022,115096,2023-01-18 15:15:20,P,,,01/21/2016,J1772 TESLA
ELEC,AT LABS ATL STATION 1,22 Corporate Dr,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.848114,-73.758400,02/20/2024,213551,2024-02-20 01:38:23,,,,04/07/2022,J1772
ELEC,Bliss Construction,6770 Main Street,,Williamsville,NY,14221,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.965953,-78.700984,02/20/2024,197546,2024-02-20 00:03:05,,,,10/08/2021,J1772
ELEC,540 WAVERLY 4,510 Waverly Ave,,Brooklyn,NY,11238,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.682163,-73.966003,02/20/2024,323913,2024-02-20 01:48:28,,,,01/05/2024,J1772
ELEC,Byron Hotel and Trailhouse,6874 Byron Holley Rd,,Byron,NY,14422,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.079970,-78.064720,01/09/2024,225128,2024-01-31 22:07:01,P,,,07/28/2022,J1772
ELEC,309POWER POWER 1,309 Power Ave,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.248975,-73.795098,02/20/2024,200458,2024-02-20 01:37:56,,,,11/03/2021,J1772
