STATION NAME,AGENCY,NO. OF PLUGS,TYPE OF CHARGER,ADDRESS,CITY,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
NYC FLEET / DSNY_QBSSHOP-2,DSNY,1,Level 2 Charger,52-07 58Th St,Woodside,11377,Queens,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
NYC FLEET / DSNY_QENFDCFC-1,DSNY,1,Level 3 Fast Charger,2720 53rd Ave,Queens,11377,Queens,,,,,,,,
NYC FLEET / DSNY_QENFDCFC-2,DSNY,1,Level 3 Fast Charger,2720 53rd Ave,Queens,11377,Queens,,,,,,,,
NYC FLEET / DSNY_QENFDCFC-3,DSNY,1,Level 3 Fast Charger,2720 53rd Ave,Queens,11377,Queens,,,,,,,,
NYC FLEET / DSNY_QW01-DCFC1,DSNY,1,Level 3 Fast Charger,34-28 21st St,Queens,11106,Queens,40.762336,-73.934464,401,26,43,4005787,4005230012,QN0105
NYC FLEET / DSNY_QW01-DCFC2,DSNY,1,Level 3 Fast Charger,34-28 21st St,Queens,11106,Queens,40.762336,-73.934464,401,26,43,4005787,4005230012,QN0105
NYC FLEET / DSNY_RBS-1,DSNY,1,Level 2 Charger,2 Muldoon Ave,Staten Island,10314,Staten Island,40.575017,-74.196645,503,51,22801,5158124,5059000500,SI0391
NYC FLEET / DSNY_SI01-DCFC1,DSNY,1,Level 3 Fast Charger,539 Jersey St,Staten Island,10301,Staten Island,40.636097,-74.084519,501,49,11,5106487,5000340001,SI0101
NYC FLEET / DSNY_SI01-DCFC2,DSNY,1,Level 3 Fast Charger,539 Jersey St,Staten Island,10301,Staten Island,40.636097,-74.084519,501,49,11,5106487,5000340001,SI0101
NYC FLEET / DSNY_SI02-S1,DSNY,1,EV Solar Arc Charger,2538 Richmond Ave,Staten Island,10314,Staten Island,40.586223,-74.168484,502,51,22802,,,SI0291
NYC FLEET / DSNY_SI1A-S1,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / DSNY_SI1A-S2,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / DSNY_SI2_DCFC1,DSNY,1,Level 3 Fast Charger,2538 Richmond Ave,New Springville,10314,Staten Island,40.586223,-74.168484,502,51,22802,,,SI0291
NYC FLEET / DSNY_SI2_DCFC2,DSNY,1,Level 3 Fast Charger,2538 Richmond Ave,New Springville,10314,Staten Island,40.586223,-74.168484,502,51,22802,,,SI0291
NYC FLEET / DSNY_SI2-1,DSNY,2,Level 2 Charger,2500 Richmond Ave,Heartland Village,10314,Staten Island,40.586997,-74.168316,502,51,22802,5041599,5025200001,SI0291
NYC FLEET / DSNY_SI2-2,DSNY,2,Level 2 Charger,2500 Richmond Ave,Heartland Village,10314,Staten Island,40.586997,-74.168316,502,51,22802,5041599,5025200001,SI0291
NYC FLEET / DSNY_SI3-1,DSNY,2,Level 2 Charger,1323 Muldoon Ave,Staten Island,10314,Staten Island,40.571144,-74.195327,503,51,22801,5130986,5059000500,SI0391
NYC FLEET / DSNY_SI3A-S1,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / DSNY_SI3A-S2,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / DSNY_SITS,DSNY,2,Level 2 Charger,450 West Service Road,Staten Island,10314,Staten Island,40.583744,-74.193041,502,50,22802,5141714,5026850100,SI0291
NYC FLEET / DSNY_SITS-S1,DSNY,1,EV Solar Arc Charger,600 West Service Road,Travis - Chelsea,10314,Staten Island,40.583069,-74.192892,502,50,22802,5141714,5026850100,SI0291
NYC FLEET / DSNY_SPARE,DSNY,1,Level 2 Charger,640 west 26th street,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_SPARE-1,DSNY,2,Level 2 Charger,803 Forbell St,East New York,11208,Brooklyn,40.664595,-73.860612,305,42,1220,3099064,3045550001,BK0505
NYC FLEET / DSNY_SPARE-3,DSNY,1,Level 2 Charger,52-35 58th street,Woodside,11377,Queens,40.734883,-73.909957,402,26,243,4462505,4023610268,QN0203
NYC FLEET / DSNY_SPARESINGL,DSNY,1,Level 2 Charger,640 west 26th street,New York,10001,Manhattan,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
NYC FLEET / DSNY_SPRSTLOT-1,DSNY,2,Level 2 Charger,353 Spring Street,New York,10014,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_SPRSTLOT-2,DSNY,2,Level 2 Charger,353 Spring Street,New York,10014,Manhattan,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
NYC FLEET / DSNY_SWM-S1,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / DSNY_SWM-S2,DSNY,1,EV Solar Arc Charger,3 Muldoon Ave,Staten Island,10314,Staten Island,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
NYC FLEET / FDNY 35ST LIC1,FDNY,1,Level 2 Charger,48-34 35Th St,Long Island City,11101,Queens,40.740165,-73.930693,402,26,19901,4003451,4002540001,QN0202
NYC FLEET / FDNY 35ST LIC2,FDNY,1,Level 2 Charger,48-34 35Th St,Long Island City,11101,Queens,40.740165,-73.930693,402,26,19901,4003451,4002540001,QN0202
NYC FLEET / FDNY 35ST LIC3,FDNY,1,Level 2 Charger,48-34 35Th St,Long Island City,11101,Queens,40.740165,-73.930693,402,26,19901,4003451,4002540001,QN0202
NYC FLEET / FDNY 35ST LIC4,FDNY,1,Level 2 Charger,48-58 35Th St,Long Island City,11101,Queens,40.740126,-73.9307,402,26,19901,4003451,4002540001,QN0202
NYC FLEET / FDNY_35EMPIRE#1,FDNY,1,Level 2 Charger,35 Empire Blvd,Brooklyn,11205,Brooklyn,40.663276,-73.961227,355,35,177,3029669,3011830051,BK5591
NYC FLEET / FDNY_405LOT#1,FDNY,1,Level 2 Charger,418 A Weaver Ave,Queens,11359,Queens,40.793414,-73.775096,407,19,999,4459162,4059170001,QN0761
NYC FLEET / FDNY_E176#1,FDNY,1,Level 2 Charger,453 E 176th St,Bronx,10457,Bronx,40.846206,-73.899394,206,15,395,2009541,2029090040,BX0602
NYC FLEET / FDNY_FAB14-1,FDNY,1,Level 2 Charger,Randalls Island Fire Academy,New York,10035,Manhattan,40.795535,-73.922671,111,8,240,1000000,1018190203,MN1191
NYC FLEET / FDNY_FAB9-1,FDNY,1,Level 2 Charger,Randalls Island Fire Academy,New York,10035,Manhattan,40.795535,-73.922671,111,8,240,1000000,1018190203,MN1191
NYC FLEET / FDNY_FORTTOTT#1,FDNY,1,Level 2 Charger,325 Pratt Ave,Queens,11359,Queens,40.791437,-73.774482,407,19,999,4539814,4059170001,QN0761
NYC FLEET / FDNY_FTB400B-1,FDNY,1,Level 2 Charger,400 Murray Ave,Queens,11359,Queens,40.79273,-73.777616,407,19,999,4453917,4059170001,QN0761
NYC FLEET / FDNY_REVIEW-1,FDNY,1,Level 2 Charger,30-30 Review Ave,Queens,11101,Queens,40.736818,-73.939753,402,26,19902,4003565,4002940173,QN0202
NYC FLEET / FDNY_REVIEW-2,FDNY,1,Level 2 Charger,30-30 Review Ave,Queens,11101,Queens,40.736818,-73.939753,402,26,19902,4003565,4002940173,QN0202
NYC FLEET / FDNY121ST,FDNY,1,Level 2 Charger,91-45 121St St,Queens,11418,Queens,40.695411,-73.82626,409,29,14202,4196913,4093750007,QN0902
NYC FLEET / FDNY9METROTECH1,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH2,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH3,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH4,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH5,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH6,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH7,FDNY,1,Level 2 Charger,9 Metrotech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNY9METROTECH8,FDNY,2,Level 2 Charger,9 MetroTech Center,Brooklyn,11201,Brooklyn,40.69486,-73.984674,302,33,1502,3058187,3020470011,BK0202
NYC FLEET / FDNYBRIELLESSI,FDNY,2,Level 2 Charger,475 Brielle Ave,Staten Island,10314,Staten Island,40.593273,-74.135732,502,50,27302,5134761,5019550001,SI0203
NYC FLEET / FDNYCIHOSP,FDNY,1,Level 2 Charger,2600-2698 E 6Th St,Brooklyn,11235,Brooklyn,40.586579,-73.96381,313,48,370,,,BK1301
NYC FLEET / HPD_BK_ENF_1_L3,HPD,1,Level 3 Fast Charger,701 Euclid Ave,East New York,11208,Brooklyn,40.669676,-73.870515,305,42,120801,3098536,3044610001,BK0505
NYC FLEET / HPD_BK_ENF_2_L3,HPD,1,Level 3 Fast Charger,701 Euclid Ave,East New York,11208,Brooklyn,40.669676,-73.870515,305,42,120801,3098536,3044610001,BK0505
NYC FLEET / HRA_11THAVE-1,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-2,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-3,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-4,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-5,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-6,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-7,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / HRA_11THAVE-8,HRA,2,Level 2 Charger,260 11th Ave,New York,10001,Manhattan,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
NYC FLEET / NYCHA 23ASH1A B,NYCHA,2,Level 2 Charger,23 Ash St,Greenpoint,11222,Brooklyn,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYC FLEET / NYCHA 23ASH2A B,NYCHA,2,Level 2 Charger,23 Ash St,Greenpoint,11222,Brooklyn,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYC FLEET / NYCHA 23ASH3A B,NYCHA,2,Level 2 Charger,23 Ash St,Greenpoint,11222,Brooklyn,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYC FLEET / NYCHA_CYPRHL-S1,NYCHA,1,EV Solar Arc Charger,1260 Sutter Ave,Brooklyn,11208,Brooklyn,40.672807,-73.871627,305,42,1210,3337020,3042920061,BK0505
NYC FLEET / NYCHA_LEX-S1,NYCHA,1,EV Solar Arc Charger,67 35th St,Brooklyn,11232,Brooklyn,40.656695,-74.006815,307,38,1802,3336900,3006870001,BK0702
NYC FLEET / NYCHA_LIC1A-B,NYCHA,2,Level 2 Charger,37 49Th Ave,Long Island City,11101,Queens,,,,,,,,
NYC FLEET / NYCHA_LIC2A-B,NYCHA,2,Level 2 Charger,36 49Th Ave,Long Island City,11101,Queens,,,,,,,,
NYC FLEET / NYCHA_MBMO_1,NYCHA,1,Level 2 Charger,1980 Lexington Ave,New York,10035,Manhattan,40.801789,-73.939319,111,9,196,1054377,1017690005,MN1102
NYC FLEET / NYCHA_QSIPRMG_1,NYCHA,1,Level 2 Charger,90-20 170Th St,Jamaica,11432,Queens,40.708578,-73.790579,412,27,460,4209721,4098020041,QN1201
NYC FLEET / NYCHA_RAVENS-S1,NYCHA,1,EV Solar Arc Charger,35-35 21st St,Queens,11106,Queens,40.760888,-73.935819,401,26,47,4430706,4003350002,QN0105
NYC FLEET / NYCHA_SOTOMY-S1,NYCHA,1,EV Solar Arc Charger,1741 Bruckner Blvd,The Bronx,10472,Bronx,40.825243,-73.867481,209,18,44,,,BX0901
NYC FLEET / NYCHAALSMITH_S1,NYCHA,1,EV Solar Arc Charger,3 St. James Pl,New York,10038,Manhattan,40.71108,-74.000397,103,1,25,1077416,1001110100,MN0301
NYC FLEET / NYCHAALSMITH02,NYCHA,2,Level 2 Charger,3 St. James Pl,New York,10038,Manhattan,40.71108,-74.000397,103,1,25,1077416,1001110100,MN0301
NYC FLEET / NYPD_102PCT-1,NYPD,1,Level 2 Charger,87-34 118th St,Queens,11418,Queens,40.699311,-73.83157,409,29,122,4195880,4093270021,QN0902
NYC FLEET / NYPD_102PCT-2,NYPD,1,Level 2 Charger,87-34 118th St,Queens,11418,Queens,40.699311,-73.83157,409,29,122,4195880,4093270021,QN0902
NYC FLEET / NYPD_106PCT-1,NYPD,1,Level 2 Charger,103-53 101st St,Queens,11417,Queens,40.682344,-73.840046,410,29,112,4201325,4095050061,QN0904
NYC FLEET / NYPD_107PCT-1,NYPD,1,Level 2 Charger,71-01 Parsons Blvd,Queens,11365,Queens,40.7301,-73.810908,408,24,122704,4445325,4067970040,QN0802
NYC FLEET / NYPD_112PCT-1,NYPD,1,Level 2 Charger,68-40 Austin St,Forest Hills,11375,Queens,40.72244,-73.851014,406,29,711,4077446,4032340022,QN0602
NYC FLEET / NYPD_113PCT-1,NYPD,1,Level 2 Charger,167-02 Baisley Blvd,Jamaica,11434,Queens,40.679976,-73.776214,412,28,33403,4270044,4124950045,QN1204
NYC FLEET / NYPD_114P_1_L3,NYPD,1,Level 3 Fast Charger,3416 Astoria Blvd,Long Island City,11103,Queens,40.769581,-73.915593,401,22,6501,4009361,4006320030,QN0103
NYC FLEET / NYPD_115P_1_L3,NYPD,1,Level 3 Fast Charger,92-01 Northern Blvd,Flushing,11372,Queens,40.75656,-73.87593,403,21,351,4034862,4014220034,QN0301
NYC FLEET / NYPD_17PCT-1,NYPD,1,Level 2 Charger,167 E 51st St,New York,10022,Manhattan,40.756812,-73.971142,106,4,100,1036462,1013060033,MN0604
NYC FLEET / NYPD_17PCT-2,NYPD,1,Level 2 Charger,844 3rd Ave,New York,10022,Manhattan,40.756738,-73.970117,106,4,100,1036462,1013060033,MN0604
NYC FLEET / NYPD_19PCT_1_L3,NYPD,1,Level 3 Fast Charger,157 E 67th St,New York,10065,Manhattan,40.76696,-73.963856,108,4,120,1072190,1014020029,MN0802
NYC FLEET / NYPD_25PCT-2,NYPD,1,Level 2 Charger,120 E 119th St,New York,10035,Manhattan,40.800892,-73.941025,111,9,182,1054360,1017670062,MN1102
NYC FLEET / NYPD_30PCT-1,NYPD,1,Level 2 Charger,451 W 151st St,New York,10031,Manhattan,40.828615,-73.943847,109,7,23501,1081826,1020660009,MN0903
NYC FLEET / NYPD_30PCT-2,NYPD,1,Level 2 Charger,451 W 151st St,New York,10031,Manhattan,40.828615,-73.943847,109,7,23501,1081826,1020660009,MN0903
NYC FLEET / NYPD_32PCT-1,NYPD,1,Level 2 Charger,250 W 135th St,New York,10030,Manhattan,40.815908,-73.945151,110,9,228,1075467,1019400048,MN1002
NYC FLEET / NYPD_33PCT-1,NYPD,1,Level 2 Charger,2207 Amsterdam Ave,New York,10032,Manhattan,40.840712,-73.93564,112,10,249,1086200,1021120010,MN1201
NYC FLEET / NYPD_33PCT-2,NYPD,1,Level 2 Charger,2207 Amsterdam Ave,New York,10032,Manhattan,40.840712,-73.93564,112,10,249,1086200,1021120010,MN1201
NYC FLEET / NYPD_34PCT-1,NYPD,1,Level 2 Charger,4295 Broadway,New York,10033,Manhattan,40.85126,-73.935186,112,10,271,1064415,1021800108,MN1202
NYC FLEET / NYPD_34PCT-2,NYPD,1,Level 2 Charger,4295 Broadway,New York,10033,Manhattan,40.85126,-73.935186,112,10,271,1064415,1021800108,MN1202
NYC FLEET / NYPD_40PCT,NYPD,1,Level 2 Charger,257 Alexander Ave,The Bronx,10454,Bronx,40.810347,-73.924941,201,8,39,2000700,2023140030,BX0101
NYC FLEET / NYPD_41PCT-1,NYPD,1,Level 2 Charger,1035 Longwood Ave,The Bronx,10459,Bronx,40.816198,-73.896,202,17,89,2090437,2027320001,BX0201
NYC FLEET / NYPD_41PCT-2,NYPD,1,Level 2 Charger,1035 Longwood Ave,The Bronx,10459,Bronx,40.816198,-73.896,202,17,89,2090437,2027320001,BX0201
NYC FLEET / NYPD_62PCT-1,NYPD,1,Level 2 Charger,1925 Bath Ave,Brooklyn,11214,Brooklyn,40.602329,-74.00318,311,38,282,3167815,3064060045,BK1102
NYC FLEET / NYPD_66PCT-1,NYPD,1,Level 2 Charger,5822 16th Ave,Brooklyn,11204,Brooklyn,40.625843,-73.990929,312,44,242,3131362,3055020043,BK1202
NYC FLEET / NYPD_67PCT-1,NYPD,1,Level 2 Charger,2900 Snyder Ave,Brooklyn,11226,Brooklyn,40.648867,-73.950471,317,40,824,3117400,3051110024,BK1701
NYC FLEET / NYPD_68PCT-1,NYPD,1,Level 2 Charger,333 65th St,Brooklyn,11220,Brooklyn,40.638827,-74.022721,310,47,70,3144156,3058170055,BK1001
NYC FLEET / NYPD_68PCT-2,NYPD,1,Level 2 Charger,333 65th St,Brooklyn,11220,Brooklyn,40.638827,-74.022721,310,47,70,3144156,3058170055,BK1001
NYC FLEET / NYPD_69PCT-1,NYPD,1,Level 2 Charger,9720 Foster Ave,Brooklyn,11236,Brooklyn,40.648606,-73.905256,318,42,1098,3229075,3081470026,BK0503
NYC FLEET / NYPD_69PCT-2,NYPD,1,Level 2 Charger,9720 Foster Ave,Brooklyn,11236,Brooklyn,40.648606,-73.905256,318,42,1098,3229075,3081470026,BK0503
NYC FLEET / NYPD_71PCT-1,NYPD,1,Level 2 Charger,421 Empire Blvd,Brooklyn,11225,Brooklyn,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYC FLEET / NYPD_71PCT-2,NYPD,1,Level 2 Charger,421 Empire Blvd,Brooklyn,11225,Brooklyn,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYC FLEET / NYPD_72PCT_1_L3,NYPD,1,Level 3 Fast Charger,830 4 Ave,Sunset Park,11232,Brooklyn,40.65815,-74.00044,307,38,101,3009843,3006680029,BK0702
NYC FLEET / NYPD_72PCT_2_L3,NYPD,1,Level 3 Fast Charger,830 4 Ave,Sunset Park,11232,Brooklyn,40.65815,-74.00044,307,38,101,3009843,3006680029,BK0702
NYC FLEET / NYPD_73PCT_1_L3,NYPD,1,Level 3 Fast Charger,1470 East New York Avenue,Brooklyn,11370,Brooklyn,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYC FLEET / NYPD_73PCT_2_L3,NYPD,1,Level 3 Fast Charger,1470 East New York Avenue,Brooklyn,11370,Brooklyn,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYC FLEET / NYPD_73PCT_3_L3,NYPD,1,Level 3 Fast Charger,1470 East New York Avenue,Brooklyn,11212,Brooklyn,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYC FLEET / NYPD_73PCT_4_L3,NYPD,1,Level 3 Fast Charger,1470 East New York Avenue,Brooklyn,11212,Brooklyn,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYC FLEET / NYPD_75PCT-1,NYPD,1,Level 2 Charger,1000 Sutter Ave,Brooklyn,11208,Brooklyn,40.671352,-73.88181,305,42,1164,3089813,3040510016,BK0502
NYC FLEET / NYPD_7PCT_1_L3,NYPD,1,Level 3 Fast Charger,25 Pitt St,New York,10002,Manhattan,40.716401,-73.983493,103,1,12,1004078,1003420060,MN0302
NYC FLEET / NYPD_81PCT-1,NYPD,1,Level 2 Charger,30 Ralph Ave,Brooklyn,11221,Brooklyn,40.689456,-73.924024,303,41,387,3044596,3016330039,BK0302
NYC FLEET / NYPD_81PCT-2,NYPD,1,Level 2 Charger,30 Ralph Ave,Brooklyn,11221,Brooklyn,40.689456,-73.924024,303,41,387,3044596,3016330039,BK0302
NYC FLEET / NYPD_83PCT-1,NYPD,1,Level 2 Charger,480 Knickerbocker Ave,Brooklyn,11237,Brooklyn,40.698466,-73.917768,304,37,433,3326387,3033070022,BK0402
NYC FLEET / NYPD_90PCT-1,NYPD,1,Level 2 Charger,487 Broadway,Brooklyn,11211,Brooklyn,40.7063,-73.951781,301,34,527,3063633,3024650100,BK0102
NYC FLEET / NYPD_94PCT-1,NYPD,1,Level 2 Charger,9096 Meserole Ave,Brooklyn,11222,Brooklyn,,,,,,,,
NYC FLEET / NYPD_ABBOTST-1,NYPD,1,Level 2 Charger,500 Abbot Street,The Bronx,10470,Bronx,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYC FLEET / NYPD_ABBOTST-2,NYPD,1,Level 2 Charger,500 Abbot Street,The Bronx,10470,Bronx,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYC FLEET / NYPD_ABBOTST-3,NYPD,1,Level 2 Charger,500 Abbot Street,The Bronx,10470,Bronx,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYC FLEET / NYPD_ARCHERGN-1,NYPD,1,Level 2 Charger,92-33 168th St,Queens,11433,Queens,40.705661,-73.79211,412,27,444,4617186,4102097501,QN1201
NYC FLEET / NYPD_ARCHERGN-2,NYPD,1,Level 2 Charger,92-33 168th St,Queens,11433,Queens,40.705661,-73.79211,412,27,444,4617186,4102097501,QN1201
NYC FLEET / NYPD_BMS_1_L3,NYPD,1,Level 3 Fast Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS_2_L3,NYPD,1,Level 3 Fast Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-1,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-2,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-3,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-4,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-5,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-6,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-7,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_BMS-8,NYPD,1,Level 2 Charger,59-06 Laurel Hill Blvd,Queens,11377,Queens,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYC FLEET / NYPD_CADET_1_L3,NYPD,1,Level 3 Fast Charger,235 E 20Th St,New York,10003,Manhattan,40.736468,-73.983311,106,2,64,1019613,1009010006,MN0602
NYC FLEET / NYPD_CADET_2_L3,NYPD,1,Level 3 Fast Charger,235 E 20Th St,New York,10003,Manhattan,40.736468,-73.983311,106,2,64,1019613,1009010006,MN0602
NYC FLEET / NYPD_COLLPTTOW1,NYPD,1,Level 2 Charger,31-40 College Point Blvd,Flushing,11354,Queens,40.76822,-73.840605,407,19,907,4596067,4043840010,QN0701
NYC FLEET / NYPD_COLLPTTOW2,NYPD,1,Level 2 Charger,31-22 College Point Blvd,Flushing,11354,Queens,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYC FLEET / NYPD_COLLPTTOW3,NYPD,1,Level 2 Charger,31-22 College Point Blvd,Flushing,11354,Queens,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYC FLEET / NYPD_COLLPTTOW4,NYPD,1,Level 2 Charger,31-22 College Point Blvd,Flushing,11354,Queens,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYC FLEET / NYPD_CPRKP_1_L3,NYPD,1,Level 3 Fast Charger,W 86 St/Traverse Rd,New York,10024,Manhattan,,,,,,,,
NYC FLEET / NYPD_CRS_1_L3,NYPD,1,Level 3 Fast Charger,53-15 58Th St,Flushing,11377,Queens,40.733733,-73.91054,402,26,243,4054276,4023610150,QN0203
NYC FLEET / NYPD_CRS_2_L3,NYPD,1,Level 3 Fast Charger,53-15 58Th St,Flushing,11377,Queens,40.733733,-73.91054,402,26,243,4054276,4023610150,QN0203
NYC FLEET / NYPD_FBF-S1,NYPD,1,EV Solar Arc Charger,3260 Flatbush Ave,Brooklyn,11234,Brooklyn,40.588627,-73.899217,356,46,666,3397749,3085900700,BK1891
NYC FLEET / NYPD_FBF-S2,NYPD,1,EV Solar Arc Charger,3260 Flatbush Ave,Brooklyn,11234,Brooklyn,40.588627,-73.899217,356,46,666,3397749,3085900700,BK1891
NYC FLEET / NYPD_HIGHWAY2-1,NYPD,1,Level 2 Charger,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYC FLEET / NYPD_HIGHWAY2-2,NYPD,1,Level 2 Charger,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYC FLEET / NYPD_HIGHWAY2-3,NYPD,2,Level 2 Charger,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYC FLEET / NYPD_MIDNORTH-1,NYPD,1,Level 2 Charger,306 W 54th St,New York,10019,Manhattan,40.765016,-73.984835,104,3,133,1082822,1010440038,MN0402
